"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","NL_NAME_2","VARNAME_2","TYPE_2","ENGTYPE_2"
33781,215,"LKA","Sri Lanka",23,"Ratnapura",306,"Pelmadulla","","","Division","Division"
33782,215,"LKA","Sri Lanka",23,"Ratnapura",307,"Ratnapura","","","Division","Division"
33783,215,"LKA","Sri Lanka",23,"Ratnapura",308,"Weligepola","","","Division","Division"
33784,215,"LKA","Sri Lanka",24,"Trincomalee",309,"Gomarankadawala","","","Division","Division"
33785,215,"LKA","Sri Lanka",24,"Trincomalee",310,"Kantalai","","","Division","Division"
33786,215,"LKA","Sri Lanka",24,"Trincomalee",311,"Kinniya","","","Division","Division"
33787,215,"LKA","Sri Lanka",24,"Trincomalee",312,"Kuchchaveli","","","Division","Division"
33788,215,"LKA","Sri Lanka",24,"Trincomalee",313,"Morawewa","","","Division","Division"
33789,215,"LKA","Sri Lanka",24,"Trincomalee",314,"Muttur","","","Division","Division"
33790,215,"LKA","Sri Lanka",24,"Trincomalee",315,"Padavi Sri Pura","","","Division","Division"
33791,215,"LKA","Sri Lanka",24,"Trincomalee",316,"Seruvila","","","Division","Division"
