"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
215,215,"LKA","Sri Lanka","SRI LANKA","Sri Lanka","Sri Lanka","","Ceylon","","Sri Lanka ","Sri Lanka ","<U+0428><U+0440><U+0438>-<U+041B><U+0430><U+043D><U+043A><U+0430>","<U+0633><U+0631><U+064A><U+0644><U+0627><U+0646><U+0643><U+0627>","<U+65AF><U+91CC><U+5170><U+5361> ","","","Sri Lanka","LK",NA,"CE",144,"19720522","Present",NA
